Data Point Used in Publication,Time stamp,Year,Day number,Month,Day of month,Hour,GHI [W/m2],DNI [W/m2],DHI [W/m2],Sun azimuth (deg),Sun zenith (deg),Tracker Angle [deg],Air Mass,Temperature (C),windspeed [m/s],Bifacial energy yield NOCT [Wh],Bifacial energy yield Faiman [Wh],Bifacial energy yield Sandia [Wh],"Average POA rear irradiance, NOC, no IAM [W/m2]","Average POA rear irradiance, with IAM [W/m2]",Bifacial energy yield NOCT [Wh],Bifacial energy yield Faiman [Wh],Bifacial energy yield Sandia [Wh],"Average POA rear irradiance, no IAM [W/m2]","Average POA rear irradiance, with IAM [W/m2]",Bifacial energy yield NOCT [Wh],Bifacial energy yield Faiman [Wh],Bifacial energy yield Sandia [Wh],"Average POA rear irradiance, no IAM [W/m2]","Average POA rear irradiance, with IAM [W/m2]",Bifacial energy yield NOCT [Wh],Bifacial energy yield Faiman [Wh],Bifacial energy yield Sandia [Wh],"Average POA rear irradiance, no IAM [W/m2]","Average POA rear irradiance, with IAM [W/m2]","Average POA rear irradiance , no IAM [W/m2]","Average POA rear irradiance , no IAM [W/m2]"
0,0,2020,1,1,1,0.5,0,0,0,173.6470807,147.2355062,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,2020,1,1,1,1.5,0,0,0,149.3864035,144.5396867,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,2020,1,1,1,2.5,0,0,0,128.8620463,138.9974401,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,3,2020,1,1,1,3.5,0,0,0,112.1129554,131.7177222,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,4,2020,1,1,1,4.5,0,0,0,98.01204699,123.5684509,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,5,2020,1,1,1,5.5,0,0,0,85.46078166,115.13516,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,6,2020,1,1,1,6.5,0,0,0,73.6411777,106.837256,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,7,2020,1,1,1,7.5,0,0,0,61.96641617,99.02286108,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,8,2020,1,1,1,8.5,4.8,0.2,4.9,50.01559687,92.02420424,25,40,5.8,3.1,1.217017218,1.217080126,1.21713763,0.477638513,0.449369081,1.282717092,1.282786748,1.282850379,0.578402756,0.53342967,1.218374828,1.218437874,1.218495456,0.47883438,0.450499018,1.283612177,1.283681893,1.283745564,0.579887471,0.534823835,0.620503279,0.604985828
1,9,2020,1,1,1,9.5,22.7,1.5,22.6,37.5119084,86.1816672,25,12.74339006,5.8,3.3,6.205452225,6.206946228,6.208210709,2.129484392,2.010964405,6.597253657,6.598924602,6.600337361,2.456609615,2.2848271,6.205492041,6.206984785,6.208248609,2.113716262,1.995728553,6.597376173,6.599047582,6.600459571,2.44382637,2.272206665,2.651452498,2.58128456
1,10,2020,1,1,1,10.5,50.2,5.3,49.4,24.34282102,81.83775106,25,6.732824054,5.7,2.8,14.27678654,14.28215025,14.28780871,4.583678011,4.330917924,15.68565818,15.69207332,15.69883879,5.234254168,4.872435349,14.28448076,14.28985225,14.29551844,4.582581544,4.330022122,15.69114754,15.69756861,15.70433683,5.235278573,4.873268136,5.705291185,5.554435676
1,11,2020,1,1,1,11.5,82.9,0.8,82.7,10.59491497,79.298255,25,5.243737553,5.9,3.1,24.92320268,24.94189436,24.95897355,7.503384642,7.094311406,26.49542145,26.51645082,26.53566218,8.421290662,7.841460866,24.9410608,24.95977857,24.97687886,7.511520362,7.101944844,26.50795801,26.52900792,26.54823768,8.434486418,7.853597105,9.245734869,9.00756941
1,12,2020,1,1,1,12.5,73.3,3.8,72.6,-3.44872632,78.76834721,25,5.011651618,6,3.3,21.52941026,21.54514779,21.55846409,6.646570098,6.282700285,23.13239517,23.15046806,23.16576298,7.521158304,7.006100703,21.55263024,21.56839533,21.58173833,6.666219603,6.30119469,23.14692059,23.16502071,23.18033165,7.545458133,7.028883964,8.231759006,8.027535467
1,13,2020,1,1,1,13.5,99.9,33.1,93.2,-17.39424739,80.29364417,25,5.74274402,6,3,30.46017509,30.48635084,30.51133195,8.280697342,7.817618473,39.89568031,39.93879898,39.97993824,9.343979592,8.608120498,30.57121351,30.5975864,30.62275597,8.39333419,7.924147568,39.94807874,39.99132235,40.03258012,9.473331518,8.73084315,10.37840963,10.20978277
0,14,2020,1,1,1,14.5,47.6,2.3,47.4,-30.88561529,83.74531888,25,8.529877775,6,3.1,13.77328278,13.77934419,13.78488411,4.345812357,4.106102333,14.84948436,14.85647697,14.86287089,4.942177551,4.59658748,13.80267203,13.80876019,13.81432409,4.386509176,4.144702747,14.86776622,14.87477947,14.88118772,4.988904118,4.641255952,5.413312678,5.301853701
0,15,2020,1,1,1,15.5,13.5,0.2,13.6,-43.73061727,88.86040727,25,25.12744376,5.8,2.9,3.679539503,3.679983547,3.680428321,1.266369146,1.195640393,3.875052656,3.875543018,3.876034171,1.462112387,1.358467865,3.688583066,3.689029517,3.689476371,1.275186171,1.203942292,3.879636367,3.880128105,3.880620735,1.471490563,1.3673607,1.592946522,1.556775922
0,16,2020,1,1,1,16.5,0,0,0,-55.94330774,95.30821558,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,17,2020,1,1,1,17.5,0,0,0,-67.72096155,102.7442612,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,18,2020,1,1,1,18.5,0,0,0,-79.41125087,110.832975,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,19,2020,1,1,1,19.5,0,0,0,-91.51064959,119.2386635,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,20,2020,1,1,1,20.5,0,0,0,-104.7089551,127.5868064,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,21,2020,1,1,1,21.5,0,0,0,-119.9611173,135.3903348,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,22,2020,1,1,1,22.5,0,0,0,-138.4477794,141.937249,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,23,2020,1,1,1,23.5,0,0,0,-160.9406853,146.2125504,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,24,2020,2,1,2,0.5,0,0,0,173.8459923,147.1647065,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,25,2020,2,1,2,1.5,0,0,0,149.5964859,144.4973816,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,26,2020,2,1,2,2.5,0,0,0,129.0565628,138.9773979,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,27,2020,2,1,2,3.5,0,0,0,112.2860116,131.7111043,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,28,2020,2,1,2,4.5,0,0,0,98.16745489,123.5678538,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,29,2020,2,1,2,5.5,0,0,0,85.60397342,115.1350013,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,30,2020,2,1,2,6.5,0,0,0,73.7766956,106.8331633,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,31,2020,2,1,2,7.5,0,0,0,62.0974218,99.0111426,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,32,2020,2,1,2,8.5,3.6,0.2,3.6,50.14375302,92.00158894,25,40,2.8,3.3,0.894872094,0.894910146,0.894942356,0.350918091,0.330148712,0.943138307,0.943180412,0.943216064,0.424948963,0.391907513,0.895870435,0.89590856,0.895940838,0.351796687,0.33097887,0.94379706,0.943839131,0.94387477,0.426039775,0.392931797,0.45587996,0.444479384
1,33,2020,2,1,2,9.5,18.5,0.3,18.5,37.63721617,86.14532807,25,12.6528063,3,3.4,5.0406421,5.04167463,5.042519573,1.74329015,1.64557141,5.290729496,5.291861353,5.29278771,2.026115243,1.883722635,5.043390362,5.044424014,5.045269751,1.741631069,1.643956294,5.292767721,5.293901197,5.294826496,2.026085323,1.883543801,2.191462342,2.13413344
1,34,2020,2,1,2,10.5,30,0.3,30,24.46350733,81.78559972,25,6.693979757,3,3.2,8.29097298,8.293362915,8.295461394,2.824854707,2.666576632,8.689193365,8.691810757,8.694107971,3.287909721,3.057908689,8.297690919,8.300085972,8.302188614,2.829525218,2.671014239,8.693912782,8.696532816,8.698832434,3.294549561,3.064105925,3.559806655,3.467681677
1,35,2020,2,1,2,11.5,54.8,0.3,54.8,10.70773273,79.2294025,25,5.212381023,2.7,3,15.83420061,15.84144763,15.84836463,5.085044762,4.803837342,16.61249858,16.62044746,16.62803123,5.830828001,5.428624954,15.84707981,15.85433948,15.86126781,5.093940466,4.812239101,16.62149924,16.62945767,16.63705099,5.843261687,5.440208941,6.347868489,6.184744333
1,36,2020,2,1,2,12.5,79.5,2.9,78.5,-3.347488068,78.68345411,25,4.976358577,2.7,3.2,23.76766877,23.7852045,23.80059456,7.154157223,6.763557715,25.43168272,25.45166564,25.46920597,8.063853632,7.51169153,23.7936429,23.81121719,23.82664598,7.175843482,6.783982714,25.4479375,25.46794643,25.48551133,8.090585459,7.536772507,8.840159405,8.621570173
1,37,2020,2,1,2,13.5,42.7,0.3,42.6,-17.3073316,80.19482906,25,5.689050061,2.9,2.3,12.04911714,12.05155522,12.05526547,3.981844975,3.760193051,12.62734754,12.63001604,12.63407488,4.602247035,4.282496877,12.06188784,12.06433056,12.06804842,3.99424286,3.77183125,12.63575275,12.63842514,12.64249138,4.617075718,4.296407557,4.998085481,4.872278539
0,38,2020,2,1,2,14.5,20.1,0.2,20.2,-30.81380541,83.63556821,25,8.401975938,3,2.6,5.459822308,5.460554075,5.461426167,1.908564545,1.801188071,5.719655355,5.720456331,5.721410152,2.231916661,2.075028492,5.465186762,5.465920005,5.466794029,1.914539402,1.80679777,5.723405701,5.724207611,5.725162047,2.23913284,2.081813188,2.413290593,2.352172929
0,39,2020,2,1,2,15.5,4.9,0.2,5,-43.67272917,88.74281535,25,24.19575081,2.9,2.5,1.266161463,1.266204337,1.266259188,0.475208793,0.448356556,1.323218557,1.323265161,1.323324865,0.558273836,0.518833293,1.268769832,1.268812864,1.268867962,0.476298408,0.449372697,1.324235844,1.324282521,1.324342324,0.559613593,0.52008141,0.6024582,0.586790682
0,40,2020,2,1,2,16.5,0,0,0,-55.89683398,95.18544083,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,41,2020,2,1,2,17.5,0,0,0,-67.68268853,102.6183277,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,42,2020,2,1,2,18.5,0,0,0,-79.37742821,110.7053366,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,43,2020,2,1,2,19.5,0,0,0,-91.47655178,119.1104307,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,44,2020,2,1,2,20.5,0,0,0,-104.667673,127.4591486,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,45,2020,2,1,2,21.5,0,0,0,-119.901425,135.2652513,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,46,2020,2,1,2,22.5,0,0,0,-138.3523222,141.8190409,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,47,2020,2,1,2,23.5,0,0,0,-160.7919203,146.1094876,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,48,2020,3,1,3,0.5,0,0,0,174.0431888,147.0868183,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,49,2020,3,1,3,1.5,0,0,0,149.8081364,144.4480194,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,50,2020,3,1,3,2.5,0,0,0,129.2544943,138.950653,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,51,2020,3,1,3,3.5,0,0,0,112.4630658,131.6981376,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,52,2020,3,1,3,4.5,0,0,0,98.32682649,123.5611277,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,53,2020,3,1,3,5.5,0,0,0,85.75085047,115.1287885,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,54,2020,3,1,3,6.5,0,0,0,73.91551679,106.8229733,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,55,2020,3,1,3,7.5,0,0,0,62.23127452,98.99319934,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,56,2020,3,1,3,8.5,1.4,0.2,1.4,50.2742076,91.97257382,25,40,6,4.9,0.326955606,0.326966029,0.326972296,0.136468147,0.128391166,0.344718466,0.344729999,0.344736935,0.16525793,0.152408477,0.327320953,0.327331395,0.327337674,0.136809823,0.128714005,0.344958608,0.34497016,0.344977107,0.165682135,0.15280681,0.177286651,0.172853094
1,57,2020,3,1,3,9.5,5.2,0.2,5.3,37.76414745,86.10240978,25,12.54733467,6.4,4.5,1.317936743,1.318064917,1.318146409,0.504798249,0.476372602,1.385304157,1.385444881,1.385534395,0.592709127,0.551240266,1.318839744,1.318968125,1.319049751,0.503885536,0.475466689,1.385853638,1.385994458,1.386084075,0.5923543,0.550836504,0.637147409,0.620768138
1,58,2020,3,1,3,10.5,17.6,0.2,17.7,24.58499255,81.72673643,25,6.650657551,6.9,4.4,4.644464125,4.645797788,4.646659646,1.678625322,1.584024509,4.860562615,4.862018667,4.862959641,1.969825595,1.831547251,4.648716925,4.65005273,4.650915983,1.682279729,1.587490223,4.863446915,4.86490545,4.865847198,1.974612567,1.836035252,2.126244344,2.071458112
1,59,2020,3,1,3,11.5,16,0.2,16.1,10.82038982,79.15380395,25,5.178378618,7.1,3.5,4.193247297,4.194042148,4.194672242,1.527496725,1.441500971,4.384289711,4.385156109,4.385842967,1.794083031,1.668718747,4.197065471,4.197862207,4.198493326,1.530939229,1.444752633,4.386892112,4.387759869,4.388447497,1.798542331,1.672894661,1.9357513,1.885722307
1,60,2020,3,1,3,12.5,25.1,0.2,25.1,-3.247436314,78.59191668,25,4.93885455,7.4,2.8,6.672157981,6.673455097,6.674822706,2.377985621,2.24418068,6.967591877,6.969003356,6.97048958,2.788156467,2.592988703,6.678024282,6.679322974,6.680693377,2.383302006,2.249179207,6.971656099,6.973068078,6.9745575,2.794967633,2.599352533,3.010636924,2.932889764
1,61,2020,3,1,3,13.5,19.7,0.2,19.8,-17.22259018,80.08961085,25,5.632955468,6.4,1.7,5.228494062,5.228647802,5.229368461,1.877697338,1.77195494,5.465928557,5.466096113,5.466880836,2.203511899,2.049085345,5.232951519,5.233105571,5.233827076,1.881870349,1.77586093,5.469062614,5.469230201,5.470015613,2.208809199,2.054024065,2.378510896,2.316919484
0,62,2020,3,1,3,14.5,25.1,0.2,25.5,-30.74503064,83.51976053,25,8.270936592,6,1.5,6.917809513,6.917854676,6.919032194,2.398265164,2.263829531,7.250363403,7.250412811,7.25170141,2.791728546,2.595992262,6.925414541,6.925459813,6.926639899,2.406804207,2.27184778,7.255456437,7.255505907,7.25679673,2.801728277,2.605403148,3.024504251,2.948839402
0,63,2020,3,1,3,15.5,12.6,0.3,13,-43.61857638,88.61955925,25,23.27812599,6,1.6,3.481430804,3.481472689,3.481800647,1.21568808,1.147677236,3.660057139,3.660103155,3.660463406,1.407755139,1.308221913,3.489868459,3.489910551,3.490240057,1.22277414,1.154336104,3.663989262,3.664035344,3.664396379,1.415381225,1.315435668,1.530827142,1.494804569
0,64,2020,3,1,3,16.5,0,0,0,-55.85465832,95.05738076,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,65,2020,3,1,3,17.5,0,0,0,-67.64919228,102.4874229,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,66,2020,3,1,3,18.5,0,0,0,-79.34883349,110.5729349,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,67,2020,3,1,3,19.5,0,0,0,-91.44814561,118.9774988,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,68,2020,3,1,3,20.5,0,0,0,-104.6325557,127.3266698,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,69,2020,3,1,3,21.5,0,0,0,-119.8482667,135.1349915,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,70,2020,3,1,3,22.5,0,0,0,-138.2632806,141.6950468,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,71,2020,3,1,3,23.5,0,0,0,-160.6481829,145.9998882,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,72,2020,4,1,4,0.5,0,0,0,174.2384199,147.0018659,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,73,2020,4,1,4,1.5,0,0,0,150.0210982,144.391588,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,74,2020,4,1,4,2.5,0,0,0,129.4556325,138.9171695,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,75,2020,4,1,4,3.5,0,0,0,112.6439573,131.6787768,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,76,2020,4,1,4,4.5,0,0,0,98.49003353,123.5482266,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,77,2020,4,1,4,5.5,0,0,0,85.90130446,115.1164797,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,78,2020,4,1,4,6.5,0,0,0,74.05754508,106.8066506,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,79,2020,4,1,4,7.5,0,0,0,62.36788574,98.96900402,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,80,2020,4,1,4,8.5,0.8,0.1,0.7,50.40687698,91.93714093,25,40,2.7,1.5,0.160863391,0.160863429,0.160864405,0.068234073,0.064195583,0.169606386,0.169606427,0.169607509,0.082628965,0.076204239,0.16104317,0.161043207,0.161044186,0.068404911,0.064357003,0.169724554,0.169724596,0.169725679,0.082841067,0.076403405,0.088643326,0.086426547
1,81,2020,4,1,4,9.5,7.9,0.2,8,37.89262195,86.05290454,25,12.42766663,2.5,1.7,2.068098565,2.068124425,2.068245575,0.761353801,0.718400363,2.16783268,2.167860942,2.16799339,0.894224516,0.83134233,2.069655618,2.069681501,2.069802806,0.760959078,0.717983602,2.16883333,2.168861579,2.168993995,0.894570403,0.83159361,0.962540296,0.937754654
1,82,2020,4,1,4,10.5,56.5,74.8,43.7,24.70719873,81.66116409,25,6.603036875,3,2.8,14.23949625,14.24511772,14.25104803,4.311164548,4.046114782,28.06700194,28.08570488,28.10543446,5.312198836,4.822508833,14.21843679,14.22403786,14.22994506,4.224583769,3.965320502,28.05132456,28.07000982,28.08970121,5.204502315,4.720783571,5.686270493,5.533828927
1,83,2020,4,1,4,11.5,135,371.2,62.4,10.93280987,79.07147331,25,5.141846439,4.5,3.9,23.14356622,23.18550555,23.21531922,6.066034833,5.687621758,89.0612864,89.3690965,89.58839792,7.480461874,6.838426694,23.15524311,23.19683946,23.22649138,6.005843006,5.63253204,89.05699943,89.36476014,89.5840321,7.402985517,6.766645861,8.16681267,7.758474274
1,84,2020,4,1,4,12.5,162,502.9,61.9,-3.148646025,78.49376012,25,4.89926035,5.4,4,24.2100777,24.26598677,24.30499317,6.205565495,5.805101726,113.5726018,114.0950236,114.4589791,7.872049192,7.173049481,24.29316137,24.34959707,24.3893712,6.280037401,5.873967674,113.6090221,114.1318255,114.496058,7.965279193,7.258894872,8.270572005,8.234527121
1,85,2020,4,1,4,13.5,138.4,481.3,54.5,-17.14009584,79.97802576,25,5.574648001,5.7,3.8,20.95024248,20.985344,21.0109018,5.830885005,5.465587075,100.5502794,100.9312734,101.2092261,6.787583815,6.161254715,21.12095354,21.15653024,21.18249984,6.093634736,5.70821706,100.6498325,101.0317132,101.3103046,7.146908667,6.495225753,7.52465027,7.67008502
0,86,2020,4,1,4,14.5,75.4,268.4,42.4,-30.67935961,83.39794233,25,8.13725835,5.7,2.4,14.17794136,14.18168192,14.18687117,4.014766106,3.76005816,52.2765541,52.32166566,52.38427441,5.109130809,4.67245765,14.51886718,14.52281342,14.52828251,5.201134799,4.899085121,52.59093139,52.63670231,52.70021391,6.574456428,6.092039508,5.476871907,6.415225085
0,87,2020,4,1,4,15.5,24.1,91.1,18.7,-43.56822162,88.49069419,25,22.3784913,5.1,1.1,5.496912435,5.496658617,5.497366201,2.122018995,2.004214673,6.656638458,6.656177242,6.65746046,2.474356573,2.281830369,5.829296018,5.828988278,5.829852181,2.187460574,2.066981173,6.872198514,6.871713343,6.873065005,2.539621574,2.344802266,2.73233288,2.70604349
0,88,2020,4,1,4,16.5,0,0,0,-55.81683643,94.92409742,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,89,2020,4,1,4,17.5,0,0,0,-67.62052126,102.3516136,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,90,2020,4,1,4,18.5,0,0,0,-79.32550873,110.4358399,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,91,2020,4,1,4,19.5,0,0,0,-91.42546861,118.8399395,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,92,2020,4,1,4,20.5,0,0,0,-104.6036406,127.1894422,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,93,2020,4,1,4,21.5,0,0,0,-119.8016896,134.9996275,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,94,2020,4,1,4,22.5,0,0,0,-138.1807373,141.5653357,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,95,2020,4,1,4,23.5,0,0,0,-160.5096328,145.8838089,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,96,2020,5,1,5,0.5,0,0,0,174.4314412,146.9098764,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,97,2020,5,1,5,1.5,0,0,0,150.2351145,144.3280784,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,98,2020,5,1,5,2.5,0,0,0,129.6597657,138.8769143,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,99,2020,5,1,5,3.5,0,0,0,112.8285223,131.6529793,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,100,2020,5,1,5,4.5,0,0,0,98.65694519,123.5291068,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,101,2020,5,1,5,5.5,0,0,0,86.05522519,115.0980348,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,102,2020,5,1,5,6.5,0,0,0,74.20268304,106.7841618,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,103,2020,5,1,5,7.5,0,0,0,62.50716614,98.93853129,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,104,2020,5,1,5,8.5,11.8,24.1,11,50.54167719,91.89527424,25,40,2.1,1.8,2.882509941,2.882577649,2.882806845,1.072249723,1.008787732,3.036976938,3.037051858,3.037305203,1.298455166,1.197495178,2.885719665,2.885787503,2.886017106,1.074934323,1.011324325,3.039099603,3.039174562,3.039428373,1.3017882,1.200624936,1.392966544,1.35813145
1,105,2020,5,1,5,9.5,28.6,8.8,28.2,38.02255943,85.99680643,25,12.29457723,2.3,1.1,8.630901107,8.6303252,8.631930983,2.816666809,2.643149456,10.52879872,10.52795831,10.53030002,3.456035935,3.138571183,8.579932817,8.579364848,8.58094813,2.659481774,2.491370915,10.50110612,10.5002685,10.5026,3.308638533,2.995139379,3.595912388,3.493196577
1,106,2020,5,1,5,10.5,89.6,113.2,71.1,24.83004819,81.58888742,25,6.551312214,2.8,1.1,24.04364691,24.03925199,24.05150309,6.672891324,6.299607737,44.0690671,44.05619955,44.09206462,7.568019728,6.963984554,24.00848966,24.00410376,24.01632568,6.548724671,6.184112345,44.04429155,44.03144033,44.06725867,7.41298005,6.817798112,8.310225417,8.05630158
1,107,2020,5,1,5,11.5,90.3,3.4,89.2,11.04491689,78.98242627,25,5.102906844,3.5,1.8,27.46759893,27.47246456,27.48892578,8.073015132,7.633303934,29.57981493,29.58542673,29.60441525,9.041627767,8.418156909,27.48692918,27.49180105,27.50828488,8.080023995,7.639866174,29.59298223,29.59860036,29.61760768,9.053873995,8.429361306,9.93542102,9.678522971
1,108,2020,5,1,5,12.5,89.4,1.8,88.6,-3.05119168,78.38901127,25,4.85770028,4,2.4,27.02499463,27.03769467,27.05532028,8.023600878,7.586829623,28.81610446,28.830482,28.85043796,8.994967956,8.377956171,27.05506797,27.06779793,27.08546471,8.04861869,7.610409947,28.83480409,28.84920418,28.86918451,9.025728256,8.40683883,9.884249438,9.640811561
1,109,2020,5,1,5,13.5,75.2,0.3,75.1,-17.05992063,79.8601116,25,5.514316048,4.5,3,22.50409746,22.51843972,22.53212761,6.829536457,6.456296029,23.82347619,23.8394793,23.85475114,7.696246928,7.165787788,22.53786462,22.55225059,22.56597929,6.864037687,6.488853128,23.84370021,23.85973066,23.87503016,7.735592341,7.202977809,8.446918426,8.248060939
